customer_name,city,state,segment
Kathy Stewart,Greeneview,West Virginia,Small Business
Jonathan Robinson,Port Benjamin,Arkansas,Small Business
Stephen Duncan,South Stevechester,Texas,Consumer
Brian Mack,Wilsonburgh,New Hampshire,Small Business
Craig Hernandez,Thomasside,Mississippi,Small Business
Julia Cannon,Port James,West Virginia,Small Business
Katrina Craig,Mckeeport,New Mexico,Corporate
Tamara Evans,Hessborough,Maryland,Corporate
Zachary Rodriguez,Lake Billy,Utah,Consumer
Heidi Thomas,Hollyburgh,New York,Consumer
Gregory Adams,Pittmanbury,Kentucky,Small Business
Tonya Lopez,New Derrickmouth,New Hampshire,Small Business
Tony Gilmore,Kathleenmouth,Nebraska,Consumer
Connor Frank,Willismouth,Maine,Corporate
Brian Crawford,North Becky,Hawaii,Small Business
William Conner,Lake Tyler,Michigan,Corporate
Bernard Snyder,East Cory,Virginia,Small Business
Diana Ward,Michaelchester,South Carolina,Consumer
Jamie West,New Danaville,Kansas,Small Business
Stacey Romero,Loriberg,Maine,Consumer
Robert Mcdonald,Port Kathleen,Louisiana,Small Business
Rhonda Padilla,Lake Eduardo,Kentucky,Small Business
Dustin Harmon,Chenfurt,Missouri,Consumer
John Davis,Wadefurt,Minnesota,Consumer
Savannah Marsh,Conleyfort,Oklahoma,Small Business
Paula Davis,Ericamouth,New Hampshire,Consumer
Monica Sharp,North Brianport,Vermont,Small Business
Lori Cain,Jasonfort,Alabama,Consumer
Thomas Ryan,Jasonhaven,Maine,Corporate
Katherine Palmer,Barnettview,Oklahoma,Small Business
Jeffrey Mora,South Jeromeport,Virginia,Corporate
Latoya Garcia,South Jennifer,Connecticut,Corporate
Elizabeth French,East Beckymouth,Pennsylvania,Small Business
Melissa Barnett,Port Taylor,Maryland,Consumer
Belinda Ford,New Jackshire,New Hampshire,Small Business
Catherine Vega,New Kevin,Minnesota,Small Business
Christina Shelton,Caldwellburgh,Pennsylvania,Consumer
Tiffany Figueroa,Port Roger,Mississippi,Corporate
Mr. David Contreras IV,Perkinshaven,Nevada,Corporate
Marissa Martinez,East Garrett,Kansas,Consumer
Bill Brown,Lake Christopherside,Washington,Corporate
Eileen Sheppard,East Sherryview,Kentucky,Corporate
Daniel Jordan,New Michael,Texas,Small Business
Kimberly Greene,Lake Amandashire,Arkansas,Small Business
Stacey Howell,Lake Natalie,Kansas,Corporate
Matthew Sweeney,North Kenneth,Wyoming,Small Business
Matthew Leonard,Tonistad,Ohio,Consumer
Jennifer Young,Beverlyton,South Carolina,Corporate
Donna Graham,West James,Texas,Corporate
Hannah York,West Julia,North Carolina,Consumer
Mark Stone,Davisbury,Virginia,Small Business
Joshua Larson,Hunterport,Florida,Corporate
Sierra Johnson,Petersonberg,New Mexico,Corporate
Gerald Clements,Port Patricia,Missouri,Corporate
Teresa Wilkins,Lake Daniel,Vermont,Small Business
Ronald Ross,Mcculloughberg,Kentucky,Consumer
Brian Williams,Port Anthony,Massachusetts,Small Business
William Dougherty,Herbertburgh,Vermont,Small Business
Heather Roberts,New Kathleen,Louisiana,Corporate
Samantha Gomez,Courtneyland,Indiana,Small Business
Michelle Hawkins,Port Adam,Maryland,Corporate
Dustin Lewis,Cynthiaborough,Arizona,Small Business
Eric Richards,West Jacqueline,Louisiana,Consumer
Colleen Jacobs,North Garyhaven,Georgia,Corporate
Danielle Pearson,Spencerfort,Hawaii,Small Business
Joanne Sullivan,Petersonmouth,Nevada,Small Business
David Jones,Tinaside,Arkansas,Corporate
Amanda Macdonald,Davidfurt,Utah,Small Business
Derek Sandoval,Dannystad,Montana,Consumer
Julie Banks,Lake Dennischester,South Carolina,Corporate
Dana Johnson,Barbaraburgh,Michigan,Small Business
Phyllis Manning,Wardfort,Kansas,Corporate
Adam Atkins,North David,Montana,Small Business
Rebecca Thompson,South Michael,West Virginia,Consumer
Laura Bowen,Evansbury,Texas,Consumer
Jesse Smith,East Matthew,Wyoming,Small Business
Laura Murphy,East Ashley,Nevada,Corporate
Jose Alexander,Cummingstown,Georgia,Small Business
Gary Benson,West Christinaside,New York,Consumer
Jason Baker,Josephshire,Alaska,Consumer
Kathleen Lawson,West Cynthia,New Jersey,Consumer
Dominique Delacruz,Hubbardside,Maine,Corporate
Mckenzie Flores,North Sylviaborough,Illinois,Consumer
Catherine Jackson,Ramosburgh,Maine,Small Business
Jimmy Mendoza,Padillahaven,North Carolina,Consumer
Julia Davidson DDS,Williamsstad,Maine,Small Business
Nicole Mckenzie,Markville,Tennessee,Corporate
Cassandra Henderson,North Cynthiamouth,Utah,Corporate
Andrew Nelson,Lake Cole,Indiana,Small Business
Shannon Gross,Starkside,Montana,Small Business
Morgan Bowman,Lake Susan,Nebraska,Small Business
William Poole,New Karenmouth,Illinois,Consumer
Jennifer Stanley,South Crystalburgh,South Carolina,Corporate
Jacob Baker,East Joshua,North Dakota,Consumer
Jessica Pugh,Christineberg,Connecticut,Small Business
Ashley Mason,Figueroaburgh,Arkansas,Consumer
Brian Robertson,Christopherfort,Washington,Small Business
Justin Fowler,Martinezhaven,Ohio,Small Business
Joshua Alvarez,Vazquezton,Florida,Small Business
Jessica Williams,Martinezfort,Maine,Small Business
Robert Grimes,Ericamouth,Missouri,Consumer
Andrew Parker,Hudsonside,Wisconsin,Corporate
Tiffany Carlson,South Melissaborough,Alabama,Small Business
Amy Downs MD,Alexisport,Iowa,Consumer
Carlos Beck,Heidifurt,Hawaii,Small Business
Candice Bautista,East Stacyview,North Carolina,Consumer
Amber Grant,New Devin,Nevada,Corporate
Richard Hurley,West Robin,Massachusetts,Corporate
Jesus Cervantes,Georgeberg,Idaho,Corporate
Heather Davis,Anthonyhaven,Nevada,Corporate
Andrew Phelps,West Richard,Nevada,Consumer
Ann Smith,New Bruce,Missouri,Consumer
April Ruiz,Bradyport,New Jersey,Consumer
Kristin Holmes,East Williamstad,New Jersey,Small Business
Andrea Parker MD,Benderfort,Louisiana,Consumer
Derrick Fernandez,Woodsmouth,Rhode Island,Small Business
Kenneth Stewart,Antoniomouth,Louisiana,Consumer
Jim Wallace,East Diane,Alabama,Small Business
Danielle Wright,South Royville,New Mexico,Corporate
Michael Davis,Rodriguezborough,Washington,Consumer
Michael Lewis,East Brian,Arizona,Corporate
Michael Morgan,North Andrewshire,Tennessee,Consumer
Christine Mccarthy,North Anthony,Connecticut,Consumer
Joshua Lewis,Jacobberg,Hawaii,Consumer
James Turner,Penningtonside,Minnesota,Small Business
Jerry Turner,North Rebeccahaven,South Carolina,Small Business
James Bell,Porterfort,Oregon,Consumer
Patricia Mills,South Jonathan,Minnesota,Small Business
Todd Bowers,Erinmouth,New Hampshire,Corporate
Joshua Lopez,Jameshaven,New Mexico,Corporate
Jesse Palmer,Port Rodneychester,Rhode Island,Consumer
Tanya Murphy MD,East Hollybury,Connecticut,Corporate
Anthony Knight,West Danielle,Washington,Corporate
Tiffany Moody,Mendozaview,Minnesota,Small Business
David Buck,South Williamtown,Virginia,Small Business
Keith Smith,Madelinestad,West Virginia,Consumer
James Bridges,Patrickbury,Connecticut,Consumer
Jerry Valenzuela,North Johnny,Louisiana,Consumer
Jessica Howard,Peterborough,Massachusetts,Corporate
Barbara Long,Melissaburgh,Texas,Consumer
Brian Johnson,North Michelle,Tennessee,Consumer
Michelle Porter,Timothyview,Wisconsin,Consumer
Justin Sanders,Laurafurt,Nebraska,Small Business
Tammy Schwartz,Elizabethton,North Carolina,Small Business
Jessica Horton DDS,Johnnyborough,Texas,Consumer
Joseph Patel,Blakehaven,Massachusetts,Small Business
Michael Davis,Lake Nicholaschester,Kansas,Corporate
Connie James,Spencerfort,Nebraska,Corporate
Lisa Cox,Kathrynchester,North Carolina,Corporate
Dorothy Anderson,Port Rachel,Missouri,Consumer
Steven Chandler,Flemingport,Kansas,Small Business
Michael Gutierrez,Evansmouth,Tennessee,Small Business
Anthony Smith,Stoutville,Nebraska,Corporate
Jeffrey Smith,Susanville,Washington,Consumer
Janet Williams,Jonesburgh,New Mexico,Corporate
Thomas Sutton,New Brentbury,New Hampshire,Consumer
Curtis Smith,Melissaburgh,Rhode Island,Small Business
Grant Powell PhD,North Christopher,Maryland,Small Business
Benjamin Horton,Kimberlymouth,Utah,Corporate
Robert Hahn,Gilbertstad,Mississippi,Consumer
Megan Nolan,East Rachelshire,Alabama,Corporate
Matthew Silva,North Anthony,Ohio,Corporate
Richard Raymond,Leonberg,Oklahoma,Small Business
Kerry Glover,Lake Andreahaven,Wyoming,Small Business
Gabriella Silva,Johnstonville,Rhode Island,Corporate
Brenda Harmon,Victorport,Virginia,Consumer
Todd Lynch,Lyonsfurt,Alaska,Corporate
Brian Whitaker,North Amanda,Illinois,Small Business
Zachary Cohen,New Evan,Kentucky,Corporate
Victoria West,Juarezside,New Jersey,Small Business
Christine Weiss,North Kimberlyland,California,Corporate
Sean Thomas,Pattersonfort,Alaska,Consumer
Vicki Silva,Rodriguezfurt,Pennsylvania,Corporate
Jennifer Waller,Brentchester,Arizona,Consumer
Ashley Jones,Lopezstad,North Carolina,Consumer
Dana Rivas,South Zacharyborough,Wisconsin,Small Business
Danny Cochran,New Johnborough,Virginia,Small Business
Lindsay Morales,West Melvin,Delaware,Consumer
Robert Potter,Woodsstad,South Dakota,Consumer
Melissa Kaiser,Joditown,Wyoming,Corporate
Robin Butler,Kayleeshire,North Dakota,Small Business
Amy Mitchell,North Joseph,New Mexico,Corporate
Kathleen Smith,Port Kellyport,New York,Corporate
Alfred Norris,Owensside,Rhode Island,Consumer
Mary Nichols,Lake Nicolefurt,Mississippi,Consumer
Cory Lawrence,East Paulfurt,Connecticut,Corporate
David Jackson,Andersonborough,Wyoming,Consumer
Jeremiah Phillips,Hallstad,Florida,Corporate
Ashley Parker,West Katelynstad,California,Consumer
Corey Mcbride,Jeremyfort,Maine,Small Business
Kelly Norton,Lake Dennisburgh,Oregon,Corporate
Kelly Reynolds,Lake Jeremy,South Dakota,Consumer
Joshua Jones,West Jason,Pennsylvania,Consumer
Harry Turner,New Justin,New York,Small Business
Chelsey Reyes,South Patrickshire,Oregon,Consumer
Rebecca Bennett,Amandaside,Georgia,Corporate
Lucas Hansen,Gallagherhaven,Delaware,Consumer
Brenda Bullock,Careyside,California,Small Business
Sabrina Smith,Amberfurt,Florida,Corporate
Richard Hartman,West David,Arkansas,Small Business
Rhonda Bautista,East Peter,Minnesota,Small Business
Frank Graves,Shawtown,Ohio,Corporate
Kelly Martinez,West Raymondborough,Iowa,Consumer
Anita Fletcher,New Robert,Alaska,Small Business
Shawn Stone,Shawnhaven,Kentucky,Consumer
Donna Nelson,Allenchester,Rhode Island,Corporate
Jean Phillips,East Aaron,Alaska,Corporate
Edward Rodriguez,Turnerchester,Virginia,Small Business
Eddie Davis,North Patricia,Ohio,Small Business
Mary Guerrero,Jenniferbury,Nevada,Small Business
Jacqueline Jenkins,Amandahaven,Oklahoma,Corporate
Jason Hall,West Jason,Vermont,Consumer
Anthony Davila,Lake Kimberly,Utah,Small Business
Rebecca York,Port Johnland,New Mexico,Corporate
Sarah Oneal,South Richard,Idaho,Small Business
Linda Howard,South John,New Mexico,Small Business
Zachary Montgomery MD,North David,Delaware,Consumer
Peter Hernandez,Lake Tinafurt,Vermont,Small Business
Danielle Morgan,South Matthew,Connecticut,Consumer
Michele Miller,Jonesfort,Ohio,Small Business
Stephanie Nguyen,Port Amber,New Hampshire,Consumer
Adam Wong,Lake Johnbury,South Carolina,Small Business
Stacy Daniel,Lake Joseph,Colorado,Consumer
Tiffany Gibson,Jessicabury,Kansas,Small Business
Eric Thompson,New Alexisfurt,Indiana,Corporate
Hayden Bryant,West Jasmine,Connecticut,Consumer
Christopher Nelson,Mitchellbury,Michigan,Consumer
Richard House,North John,Indiana,Corporate
Shannon Harris,New Sara,Indiana,Corporate
Roy Nichols,Michaelton,Kansas,Corporate
Brian Peterson,Harrellfurt,Montana,Small Business
Ashley Price,Anthonyfurt,Texas,Corporate
Michelle Ferguson,Lake Charlesstad,Wyoming,Consumer
Lauren Williams,Amandafort,Iowa,Corporate
Susan Carson,West Rickeymouth,Minnesota,Consumer
Thomas Garcia DDS,South Kathleen,Arkansas,Corporate
Stacey Smith,Matthewbury,Hawaii,Consumer
Ashley Owens,Jimenezland,West Virginia,Small Business
Nancy Harris,Transtad,New Mexico,Consumer
William Williams,Ballardport,Nebraska,Small Business
Laura Allen,East Michaela,West Virginia,Corporate
Debra Shepherd,North Derrick,Wyoming,Consumer
Kara Brown,Whiteborough,New York,Consumer
Michelle Torres,Blakemouth,Indiana,Consumer
Deborah Chavez,Susanton,Maryland,Consumer
Christian Bean,Kathrynfurt,West Virginia,Small Business
Mark Barry,Port Victoriaside,Indiana,Consumer
Ashley Harper,Jacobborough,Nebraska,Consumer
Sheri Nash,Marktown,Colorado,Corporate
Tina James,Lopezberg,Delaware,Consumer
Alyssa Lane,Romanside,Massachusetts,Corporate
Martha Moore,South Elizabethbury,Oregon,Corporate
Danielle Gonzalez,Andreaburgh,New Hampshire,Corporate
Edwin Velazquez,South Jeffstad,New Jersey,Consumer
David Santos,New Nicholasfurt,South Dakota,Consumer
Melissa Pierce,Jonton,North Carolina,Corporate
Debra Gaines,Thomaschester,Oklahoma,Consumer
Jessica Kaufman,Lake Rhonda,Missouri,Small Business
Jennifer Bonilla,Kennethburgh,Missouri,Small Business
Christine Conley,Port Jacobside,Ohio,Consumer
Matthew Peterson,Martinezstad,Mississippi,Small Business
Richard Powell,East Susanberg,Maine,Corporate
Leah Martinez,Lake Jameston,Idaho,Small Business
Monica Flores,South Francisco,Utah,Consumer
Beth Marshall,New Meganport,New York,Consumer
Robert Gonzalez,East Natalieland,Illinois,Small Business
Angel Valdez,Ericshire,Alaska,Small Business
Laura Love,Joshuaborough,Wisconsin,Small Business
Thomas Deleon,North Tracyport,Virginia,Small Business
Kevin Lopez,Hurleyview,Hawaii,Consumer
Rachel Moore,Port Carolyn,Mississippi,Corporate
Timothy Mejia,Matthewland,Vermont,Small Business
Samuel Phillips,East Jennifer,Virginia,Corporate
Caroline Davis,East Jamie,Florida,Small Business
Aaron Delgado,Elizabethside,Oklahoma,Corporate
Mr. Christian Glass,West Melissa,Indiana,Corporate
Melissa Matthews,North Amanda,Alaska,Small Business
Thomas Lane,Garciaport,Georgia,Consumer
Maria Nguyen DDS,East Erinmouth,New Jersey,Corporate
Paula Taylor,Lake Lauren,Missouri,Corporate
Lorraine Patton,Jackside,North Dakota,Corporate
Elizabeth Gonzales,Port Geraldfort,Wyoming,Corporate
Ashley Miller,New Rachel,Pennsylvania,Consumer
David Crawford,Roachfurt,Montana,Small Business
Holly Phillips,North Kaylaberg,Alaska,Consumer
Paul Smith,North Morgan,North Carolina,Corporate
Francisco Meadows,New Vanessaville,West Virginia,Small Business
Gordon Caldwell,Tinamouth,Wyoming,Consumer
Brittany Compton,West Donshire,Texas,Consumer
Kyle Bolton,Mayport,New Mexico,Corporate
Jesus Ashley,Breannaview,Wyoming,Corporate
Ricky Zavala,West Karatown,Pennsylvania,Small Business
Ryan Graham,Edwardchester,California,Consumer
Ryan Keller PhD,Reevesberg,Massachusetts,Consumer
Anne Carter,Port Dustin,Alaska,Small Business
Stephen Lynch,East Jessica,Virginia,Small Business
Melissa Lopez,Youngchester,Wyoming,Corporate
Michelle Brown,New Reginald,South Carolina,Corporate
Robert Cole,Huntville,Tennessee,Corporate
Joyce Peters,North Derrick,Maryland,Small Business
Kristine Perkins,Zacharyborough,Utah,Corporate
Glenn Campbell,West Meganhaven,South Dakota,Corporate
Courtney Soto,West James,California,Corporate
David Whitaker,Tammyport,Vermont,Small Business
Alison Brown,West Nathan,Virginia,Consumer
Brian Davis,Lake Timothy,Nebraska,Small Business
Frances Parker,Mooreburgh,North Dakota,Consumer
David Neal,North Daniel,Florida,Consumer
Robert Frazier,Randallview,Kentucky,Small Business
Ryan Riley,Lake Jessica,Indiana,Corporate
Teresa Smith,Joshuatown,Kansas,Consumer
Sean Newman,North Sarah,Mississippi,Small Business
Kimberly Fleming,Wattsstad,Wyoming,Small Business
Kevin Taylor,Juliatown,Minnesota,Corporate
Elizabeth Galvan,Emilyville,Idaho,Consumer
Anthony Adams,Deborahville,Kansas,Small Business
Jeffery Lopez,Jeremyport,Indiana,Consumer
Alexis Jackson,Andersonton,South Carolina,Consumer
Teresa Wilson,Mitchellville,Maryland,Corporate
Christopher Williams,Reedberg,New Mexico,Consumer
Casey Richard,Brownview,Pennsylvania,Small Business
Christina Smith,Port Alan,Idaho,Consumer
Tyler Baker,Port Joelland,Oklahoma,Small Business
Bonnie Ramsey,South Barryberg,Massachusetts,Consumer
Joe Smith,Rebeccaburgh,Oklahoma,Corporate
Jenna Medina,Lake Heather,Washington,Consumer
James Jenkins,New Ryan,New Hampshire,Consumer
Diane May,West Tara,Colorado,Consumer
Tina Bright,New Ronald,Pennsylvania,Consumer
Stephen Smith,Brittanychester,Mississippi,Corporate
Crystal Allen,Nelsonview,Utah,Consumer
Alicia Jenkins,North Javier,Maine,Small Business
April Chase,Williamton,Pennsylvania,Consumer
Andrew Santiago,Stevenland,Texas,Small Business
Connie Suarez,Dylanberg,Texas,Corporate
Richard Owen,Kaylabury,Minnesota,Small Business
Douglas White,Laurahaven,Illinois,Corporate
Michael Miller,East Mollyshire,Wyoming,Small Business
William Ray,Port Larry,California,Consumer
Jessica Martinez,Victorbury,Georgia,Small Business
Wendy Wood,North Courtney,Wyoming,Small Business
Sara Espinoza,Port Justin,Michigan,Consumer
Helen Schmidt,West Sarah,Idaho,Small Business
Gary Bennett,Shannontown,Arkansas,Consumer
Zoe Ashley,Nelsonborough,Nevada,Corporate
Michelle Fox,West Seanview,Nevada,Small Business
Sara Foster,Port Calvinhaven,Alaska,Corporate
Troy Cruz,New Mary,Wyoming,Consumer
Angel Lawson,New Michael,Oregon,Consumer
Leslie Thomas,Lake Tonyastad,Missouri,Small Business
Jeffrey Trevino,Port Amanda,Washington,Consumer
Fred Harris,Kathleenburgh,Tennessee,Small Business
Juan Black,North Robert,Arizona,Consumer
Nicholas King,Tamaraside,Illinois,Small Business
James Riggs,Sarahhaven,New Hampshire,Consumer
George Mendez,Kruegerland,New Jersey,Small Business
Timothy Smith,New Adamport,Utah,Consumer
Isaiah Daniels,Port Calvinmouth,Missouri,Corporate
Hannah Jones,Jonesbury,Oregon,Small Business
Rachel Horton,Heathertown,Nevada,Small Business
Amanda Matthews,Lake Amanda,New York,Small Business
Albert Palmer,Loveport,Minnesota,Corporate
Dylan Tran,Jasonland,Wisconsin,Consumer
Maria Atkins,Port Staceyland,Oregon,Consumer
Mr. Miguel Johnson PhD,East Joshuastad,New Mexico,Small Business
Eric Hill Jr.,East Jamie,Kentucky,Corporate
William Hunter,West Paul,Arkansas,Consumer
Chad Vaughn,New Ryanshire,New Hampshire,Small Business
Sierra Contreras,Port Angelaport,North Carolina,Consumer
Melissa Mcdonald,South Branditon,Minnesota,Small Business
James Haas,Chavezhaven,West Virginia,Consumer
Roger Perez,Henrytown,Minnesota,Consumer
Patrick Williams,Markbury,Iowa,Consumer
Victoria Cummings,West James,Hawaii,Small Business
David Peterson,North Tylerside,South Carolina,Small Business
Brenda Fitzpatrick,Acostaville,Maine,Small Business
Jordan Hendricks,Lake Taylor,Wisconsin,Consumer
Brittany Day,Salazarbury,Alaska,Small Business
Michael Smith,Nicholasborough,Wyoming,Small Business
Crystal Newman,South Barbara,Michigan,Consumer
Kendra Maldonado,Jenniferfort,Alabama,Consumer
Shawn Mcdonald,North Kurtmouth,Utah,Consumer
Henry Pittman,Lake Bryan,Alaska,Consumer
Karen Morrison,Michelleton,Washington,Corporate
Nancy Marshall,Millerton,Arizona,Corporate
Samantha Cruz,Jessicastad,Rhode Island,Corporate
Laura Waters,West Yolanda,Vermont,Corporate
Mrs. Brenda Pruitt,South Josephstad,California,Small Business
Gregory Mathews,East Debbiefort,Wyoming,Corporate
Brandi Michael,South Briannaberg,New Mexico,Consumer
Michelle Brown,North Paulbury,North Carolina,Consumer
Brandon Boyd,Matthewborough,Utah,Consumer
David Garza,New Christopherton,Tennessee,Corporate
Ashley Lewis,Davisstad,Nevada,Small Business
Jennifer Cook,Christopherbury,Alaska,Corporate
Ruben Ponce,Aliciaberg,West Virginia,Corporate
Jeff Andrews,Port Nicholasstad,South Dakota,Small Business
Adrienne Mora,Judychester,Maryland,Consumer
Susan Perez,Whiteheadton,North Carolina,Consumer
Christopher Barron,North Gary,Texas,Consumer
